
__MAGICC 7.X DATA OUTPUT FILE__

OUTPUT:  DAT_SURFACE_TEMP
RUN:   SLR_AISSID_RCP85                                                                                                              
RUN_ID:                               1
DATE:   No Date specified.                                                                                                            
MAGICC-VERSION:   7.0.0.1 BETA, MAY 2016                                                                              

&THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS=          0,
 THISFILE_FIRSTYEAR=       1850,
 THISFILE_LASTYEAR=       2500,
 THISFILE_ANNUALSTEPS=          1,
 THISFILE_FIRSTDATAROW=         21,
 THISFILE_UNITS="K                                                                                                   ",
 THISFILE_DATTYPE="FOURBOXDATA                                                                                         ",
 /

   YEARS   GLOBAL    NH-OCEAN   NH-LAND   SH-OCEAN   SH-LAND
      2396      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2397      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2398      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2399      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2400      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2401      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2402      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2403      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2404      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2405      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2406      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2407      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2408      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2409      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2410      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2411      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2412      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2413      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2414      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2415      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2416      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2417      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2418      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2419      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2420      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2421      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2422      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2423      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2424      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2425      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2426      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2427      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2428      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2429      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2430      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2431      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2432      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2433      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2434      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2435      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2436      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2437      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2438      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2439      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2440      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2441      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2442      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2443      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2444      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2445      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2446      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2447      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2448      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2449      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2450      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2451      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2452      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2453      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2454      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2455      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2456      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2457      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2458      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2459      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2460      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2461      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2462      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2463      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2464      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2465      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2466      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2467      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2468      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2469      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2470      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2471      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2472      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2473      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2474      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2475      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2476      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2477      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2478      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2479      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2480      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2481      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2482      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2483      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2484      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2485      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2486      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2487      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2488      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2489      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2490      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2491      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2492      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2493      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2494      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2495      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2496      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2497      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2498      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2499      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
      2500      0.91166215E+01      0.75360243E+01      0.11090520E+02      0.85820707E+01      0.11545212E+02
